#E,eV        Sig,b        Interpolation
 851.426     22.6038      Lin-Lin
 851.718     22.5165      Lin-Lin
 853.471     21.993       Lin-Lin
 854.932     21.5569      Lin-Lin
 855.225     21.4821      Lin-Lin
 856.978     21.0335      Lin-Lin
 858.439     20.6597      Lin-Lin
 858.731     20.595       Lin-Lin
 860.484     20.2065      Lin-Lin
 861.945     19.8829      Lin-Lin
 862.237     19.8264      Lin-Lin
 864.283     19.4309      Lin-Lin
 865.451     19.205       Lin-Lin
 865.451     19.205       Lin-Lin
 867.789     18.8145      Lin-Lin
 870.127     18.4242      Lin-Lin
 870.127     18.4242      Lin-Lin
 872.464     18.0903      Lin-Lin
 874.802     17.7564      Lin-Lin
 874.802     17.7564      Lin-Lin
 877.139     17.468       Lin-Lin
 879.477     17.1796      Lin-Lin
 879.477     17.1796      Lin-Lin
 881.814     16.9359      Lin-Lin
 884.152     16.6922      Lin-Lin
 886.489     16.4486      Lin-Lin
 888.827     16.2465      Lin-Lin
 891.164     16.0444      Lin-Lin
 893.502     15.8424      Lin-Lin
 893.502     15.8424      Lin-Lin
 895.84      15.6722      Lin-Lin
 899.346     15.417       Lin-Lin
 900.515     15.332       Lin-Lin
 902.852     15.1902      Lin-Lin
 906.359     14.9776      Lin-Lin
 909.865     14.765       Lin-Lin
 913.371     14.5895      Lin-Lin
 916.878     14.414       Lin-Lin
 919.215     14.297       Lin-Lin
 920.384     14.2489      Lin-Lin
 923.89      14.1045      Lin-Lin
 927.396     13.9601      Lin-Lin
 930.318     13.8398      Lin-Lin
 930.903     13.8158      Lin-Lin
 935.578     13.6605      Lin-Lin
 940.253     13.5052      Lin-Lin
 944.928     13.35        Lin-Lin
 949.603     13.2264      Lin-Lin
 954.278     13.1028      Lin-Lin
 958.953     12.9792      Lin-Lin
 961.291     12.9175      Lin-Lin
 963.628     12.8684      Lin-Lin
 968.304     12.7703      Lin-Lin
 972.979     12.6722      Lin-Lin
 977.654     12.5742      Lin-Lin
 979.991     12.5251      Lin-Lin
 982.329     12.4863      Lin-Lin
 987.004     12.4085      Lin-Lin
 991.679     12.3308      Lin-Lin
 996.354     12.253       Lin-Lin
 1001.03     12.1753      Lin-Lin
 1003.37     12.1447      Lin-Lin
 1010.38     12.0532      Lin-Lin
 1017.39     11.9616      Lin-Lin
 1024.4      11.87        Lin-Lin
 1026.74     11.8395      Lin-Lin
 1031.42     11.792       Lin-Lin
 1038.43     11.7208      Lin-Lin
 1045.44     11.6496      Lin-Lin
 1052.46     11.5784      Lin-Lin
 1057.13     11.5309      Lin-Lin
 1061.81     11.4942      Lin-Lin
 1071.16     11.4206      Lin-Lin
 1080.51     11.3471      Lin-Lin
 1089.86     11.2736      Lin-Lin
 1094.53     11.2369      Lin-Lin
 1099.21     11.209       Lin-Lin
 1108.56     11.1532      Lin-Lin
 1119.26     11.0894      Lin-Lin
 1126.29     11.0475      Lin-Lin
 1135.26     10.994       Lin-Lin
 1144.22     10.9405      Lin-Lin
 1153.19     10.9004      Lin-Lin
 1162.16     10.8603      Lin-Lin
 1175.61     10.8002      Lin-Lin
 1189.06     10.7401      Lin-Lin
 1202.51     10.68        Lin-Lin
 1207        10.6599      Lin-Lin
 1215.96     10.6295      Lin-Lin
 1229.42     10.5839      Lin-Lin
 1242.6      10.5392      Lin-Lin
 1251.31     10.5096      Lin-Lin
 1268.96     10.4498      Lin-Lin
 1286.86     10.389       Lin-Lin
 1305.02     10.3414      Lin-Lin
