#E,eV        Sig,b        Interpolation
 2831.69     0.937683     Lin-Lin
 2989.64     0.936268     Lin-Lin
 3000        0.936176     Lin-Lin
 3161.95     0.93473      Lin-Lin
 3383.1      0.932761     Lin-Lin
 3570.88     0.931094     Lin-Lin
 3581.02     0.931004     Lin-Lin
 3750.43     0.929503     Lin-Lin
 3938.81     0.927837     Lin-Lin
 4165.84     0.925832     Lin-Lin
 4224.61     0.925314     Lin-Lin
 4391.29     0.923843     Lin-Lin
 4640.44     0.921647     Lin-Lin
 4643.19     0.921623     Lin-Lin
 4909.79     0.919276     Lin-Lin
 5190.98     0.916805     Lin-Lin
 5490.18     0.914178     Lin-Lin
 5766.23     0.911757     Lin-Lin
 6000        0.909708     Lin-Lin
 6055.87     0.909218     Lin-Lin
 6417.07     0.906055     Lin-Lin
 6748.85     0.903152     Lin-Lin
 7130.75     0.899813     Lin-Lin
 7541.75     0.896221     Lin-Lin
 7792.29     0.894032     Lin-Lin
 7976.45     0.892424     Lin-Lin
 8422.87     0.888527     Lin-Lin
 8861.19     0.884702     Lin-Lin
 9364.64     0.88031      Lin-Lin
 9806.02     0.876461     Lin-Lin
 10000       0.87477      Lin-Lin
 10368.6     0.871557     Lin-Lin
 10989.2     0.866148     Lin-Lin
 11617.5     0.860673     Lin-Lin
 12168.8     0.855871     Lin-Lin
 12691.2     0.851321     Lin-Lin
 12870.2     0.849597     Lin-Lin
 13084.9     0.84753      Lin-Lin
 13648.4     0.842104     Lin-Lin
 14484.8     0.834052     Lin-Lin
 15603.7     0.823282     Lin-Lin
 16557.5     0.814102     Lin-Lin
 16956       0.810268     Lin-Lin
 17753.1     0.802597     Lin-Lin
 18994.7     0.790652     Lin-Lin
 19485       0.785934     Lin-Lin
 19575       0.785015     Lin-Lin
 20000       0.780674     Lin-Lin
 20491.9     0.77565      Lin-Lin
 21186.8     0.768553     Lin-Lin
 21966.4     0.760592     Lin-Lin
 22564.6     0.754485     Lin-Lin
 23260.8     0.747378     Lin-Lin
 23778.6     0.742094     Lin-Lin
 24166.9     0.738132     Lin-Lin
 24555.2     0.734171     Lin-Lin
 24943.5     0.730211     Lin-Lin
 25234.8     0.727243     Lin-Lin
 25526       0.724275     Lin-Lin
 25784.9     0.721639     Lin-Lin
 26108.5     0.718345     Lin-Lin
 26302.6     0.71637      Lin-Lin
 26432.1     0.715054     Lin-Lin
 26496.8     0.714596     Lin-Lin
 26691       0.713224     Lin-Lin
 26885.1     0.711853     Lin-Lin
 27046.9     0.710713     Lin-Lin
 27208.7     0.709575     Lin-Lin
 27338.2     0.708666     Lin-Lin
 27467.6     0.707759     Lin-Lin
 27597       0.706854     Lin-Lin
 27726.5     0.706593     Lin-Lin
 27823.6     0.706399     Lin-Lin
 27920.6     0.706207     Lin-Lin
 27985.4     0.70608      Lin-Lin
 28017.7     0.706246     Lin-Lin
 28114.8     0.706747     Lin-Lin
 28179.5     0.707083     Lin-Lin
 28244.2     0.70742      Lin-Lin
 28309       0.707759     Lin-Lin
 28373.7     0.708101     Lin-Lin
 28438.4     0.708445     Lin-Lin
 28503.1     0.709679     Lin-Lin
 28567.8     0.710917     Lin-Lin
 28632.6     0.712158     Lin-Lin
 28697.3     0.713404     Lin-Lin
 28762       0.714655     Lin-Lin
 28778.2     0.715295     Lin-Lin
 28826.7     0.717218     Lin-Lin
 28875.3     0.719145     Lin-Lin
 28923.8     0.721076     Lin-Lin
 28972.3     0.723013     Lin-Lin
 28988.5     0.72366      Lin-Lin
 29020.9     0.725808     Lin-Lin
 29069.4     0.729036     Lin-Lin
 29118       0.732272     Lin-Lin
 29150.3     0.734435     Lin-Lin
 29166.5     0.736053     Lin-Lin
 29198.9     0.739294     Lin-Lin
 29231.2     0.742541     Lin-Lin
 29263.6     0.745793     Lin-Lin
 29279.8     0.747423     Lin-Lin
 29295.9     0.749699     Lin-Lin
 29328.3     0.754259     Lin-Lin
 29360.7     0.758828     Lin-Lin
