#E,eV        Sig,b        Interpolation
 1E-05       125.509      Lin-Lin
 1.10304E-05 119.549      Lin-Lin
 1.21669E-05 113.877      Lin-Lin
 1.34206E-05 108.478      Lin-Lin
 1.48034E-05 103.34       Lin-Lin
 1.63286E-05 98.4505      Lin-Lin
 1.80111E-05 93.7978      Lin-Lin
 1.98669E-05 89.3707      Lin-Lin
 2.19139E-05 85.1584      Lin-Lin
 2.41719E-05 81.1508      Lin-Lin
 2.66625E-05 77.3384      Lin-Lin
 2.94097E-05 73.7163      Lin-Lin
 2.94822E-05 73.6254      Lin-Lin
 3.244E-05   70.2667      Lin-Lin
 3.25199E-05 70.1803      Lin-Lin
 3.57825E-05 66.9861      Lin-Lin
 3.58707E-05 66.9039      Lin-Lin
 3.94694E-05 63.8731      Lin-Lin
 3.97408E-05 63.6556      Lin-Lin
 4.35362E-05 60.9062      Lin-Lin
 4.38356E-05 60.6999      Lin-Lin
 4.80221E-05 58.0862      Lin-Lin
 4.83523E-05 57.89        Lin-Lin
 5.29701E-05 55.4143      Lin-Lin
 5.37079E-05 55.0381      Lin-Lin
 5.8428E-05  52.8728      Lin-Lin
 5.96597E-05 52.3355      Lin-Lin
 6.44482E-05 50.4563      Lin-Lin
 6.62678E-05 49.7777      Lin-Lin
 7.10888E-05 48.1594      Lin-Lin
 7.36115E-05 47.355       Lin-Lin
 7.84136E-05 45.9766      Lin-Lin
 8.17649E-05 45.0632      Lin-Lin
 8.64931E-05 43.9029      Lin-Lin
 9.08259E-05 42.8938      Lin-Lin
 9.54051E-05 41.9334      Lin-Lin
 0.000100886 40.843       Lin-Lin
 0.000105235 40.0636      Lin-Lin
 0.000112066 38.903       Lin-Lin
 0.000116078 38.2889      Lin-Lin
 0.000124479 37.0706      Lin-Lin
 0.000128039 36.6053      Lin-Lin
 0.000138274 35.3386      Lin-Lin
 0.000141232 35.0087      Lin-Lin
 0.000153589 33.7042      Lin-Lin
 0.000155784 33.495       Lin-Lin
 0.000170063 32.2078      Lin-Lin
 0.000171835 32.0635      Lin-Lin
 0.000188899 30.7531      Lin-Lin
 0.000190878 30.6162      Lin-Lin
 0.000209989 29.3716      Lin-Lin
 0.00021202  29.2525      Lin-Lin
 0.000233247 28.0809      Lin-Lin
 0.000235516 27.9681      Lin-Lin
 0.000259096 26.8657      Lin-Lin
 0.000261602 26.7605      Lin-Lin
 0.000289824 25.6476      Lin-Lin
 0.000290592 25.6205      Lin-Lin
 0.000322779 24.5549      Lin-Lin
 0.000324197 24.5105      Lin-Lin
 0.000358549 23.5564      Lin-Lin
 0.000362646 23.449       Lin-Lin
 0.000398262 22.6201      Lin-Lin
 0.000405656 22.4579      Lin-Lin
 0.000442398 21.742       Lin-Lin
 0.000453766 21.5334      Lin-Lin
 0.000491399 20.9221      Lin-Lin
 0.000510483 20.6305      Lin-Lin
 0.000545855 20.1536      Lin-Lin
 0.000575025 19.7844      Lin-Lin
